Commune,proportion23_6,prop_acc_autouroute,age,Hiver,Automne,Printemps,Ete,Plein_jour,Crepuscule_ou_aube,Nuit_s_eclairage_public,Nuit_a_eclairage_public_n_allume,Nuit_a_eclairage_public_allume,M,F,Conducteur,Passager,Pieton,prop_acc_deux_roues,prop_acc_quatre_roues,prop_acc_bus_train,Superficie,prop_chaumage,prop_actif,score_norm,score_bin,score_multi
31118,0.0,0.0,35.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,11.0,1.0,0.0,0.09,0.73,0.0,28.32,0.041691473039742966,0.5487977203544399,0.7598899042962117,1,3
26005,0.17,0.33,36.0,0.0,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,10.0,5.0,0.0,0.3,0.7,0.0,28.81,0.04111649220190229,0.4848282882824098,0.7137064283992203,1,3
87103,0.0,0.0,27.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.33,0.67,0.0,25.42,0.041304702351201115,0.40759776806425274,0.39634056454435923,0,2
78073,0.0,0.57,42.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,0.7142857142857143,0.2857142857142857,19.0,4.0,0.0,0.0,0.89,0.0,5.48,0.03441308730572985,0.4959240352976796,0.6675671743014218,1,3
24504,1.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,10.7,0.03531790863528156,0.3884006525720919,0.27678127609214237,0,1
27317,0.0,0.0,63.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.5,0.5,0.0,7.5,0.052051128255351305,0.4672888971911332,0.3609385246981999,0,2
51244,1.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,39.42,0.020833333333333322,0.44583333333333197,0.2519371746949009,0,1
45273,0.0,0.0,42.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,0.0,1.0,0.0,1.0,0.0,25.45,0.05196954650777888,0.45845746441575635,0.557032494455767,1,2
35004,0.0,0.0,29.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.75,0.25,0.0,79.01,0.04386814267395262,0.3984690619717694,0.5054889815064079,1,2
69295,0.25,0.75,31.0,0.25,0.0,0.75,0.0,0.75,0.0,0.25,0.0,0.0,0.25,0.75,6.0,8.0,0.0,0.17,0.67,0.0,10.45,0.03932049087472161,0.5219183166392006,0.726656265704883,1,3
14369,0.0,0.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6.94,0.05796315885649444,0.5127831705946772,0.07892226449349798,0,1
68171,0.0,0.0,47.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.5,0.5,0.0,22.06,0.054041331819322753,0.45072588015755977,0.39634056454435923,0,2
71047,0.0,0.0,53.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.25,0.75,0.0,55.73,0.0426479949077021,0.3759813282410354,0.33204084611031676,0,1
38252,0.0,0.0,52.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.96,0.03168701066005549,0.3652853585264095,0.4691057102310214,1,2
55089,0.0,0.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.29,0.022727272727272728,0.45454545454545453,0.5038743493898019,1,2
85022,0.0,0.0,32.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,27.37,0.060147000717458925,0.40379325955221307,0.33085943918839883,0,1
38271,0.0,0.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.07,0.025522041763341066,0.5197215777262181,0.0,0,1
51063,0.0,0.0,38.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.39,0.08536585365853659,0.4695121951219512,0.5038743493898019,1,2
76321,0.0,0.0,37.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,24.76,0.057255883570475036,0.4427410402825844,0.2839150591867106,0,1
48063,0.0,0.0,59.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,33.9,0.05417773535059734,0.41409356322699775,0.0,0,1
81093,0.0,0.5,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,12.62,0.042372258296947504,0.4449178180433241,0.4430626802022583,1,2
21249,1.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,15.86,0.05660330158183058,0.4767470367609246,0.5358522338816116,1,2
95134,0.0,0.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.67,0.0,9.45,0.05562247151204823,0.5043229436126644,0.25355180681150685,0,1
41157,0.0,0.0,46.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,50.5,0.04614370468029032,0.47198417930125297,0.07892226449349798,0,1
60070,0.0,0.0,46.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.51,0.0684326710816777,0.4900662251655629,0.5038743493898019,1,2
11332,0.0,0.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,30.81,0.06281957633308985,0.4360847333820307,0.2519371746949009,0,1
64038,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.47,0.034605097489523944,0.4321351191127637,0.2519371746949009,0,1
86180,0.0,0.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,22.13,0.02175778882288774,0.4562228418259466,0.2519371746949009,0,1
21452,0.0,0.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.21,0.0390853227451166,0.44801479135706523,0.07892226449349798,0,1
49307,1.0,0.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,113.66,0.03890453992470639,0.4748836324034341,0.2519371746949009,0,1
54008,0.0,0.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16.48,0.048501930536952544,0.5215837106282902,0.2519371746949009,0,1
77339,0.0,1.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,29.91,0.03667214012041598,0.4608648056923919,0.41064592556474416,1,2
78382,0.0,0.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.65,0.038494187049638647,0.5021021612240145,0.07892226449349798,0,1
77321,0.0,0.0,29.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,2.0,0.0,0.0,1.0,0.0,8.67,0.06936705811152886,0.4672577258956324,0.45500295889164705,1,2
27563,0.0,0.0,55.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,8.78,0.031284271284271276,0.4500388500388497,0.2839150591867106,0,1
95212,0.1,0.6,33.0,0.4,0.3,0.2,0.1,0.6,0.0,0.4,0.0,0.0,0.6,0.4,17.0,4.0,0.0,0.0,1.0,0.0,3.42,0.04672897196261679,0.5514018691588789,0.824689484294733,1,3
82141,0.0,0.0,41.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.75,0.08203380566314158,0.44850511029518314,0.0,0,1
87168,0.0,0.0,52.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.33,0.67,0.0,40.39,0.05097312326227989,0.3799814643188137,0.4430626802022583,1,2
59431,0.0,0.25,59.0,0.5,0.25,0.25,0.0,0.75,0.0,0.0,0.0,0.25,0.5,0.5,6.0,0.0,2.0,0.17,0.5,0.0,17.24,0.054307645364646565,0.45741053697888845,0.568247990215174,1,2
21515,0.0,0.0,37.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.5,0.5,0.0,8.19,0.05510647000885086,0.43316697985672825,0.13892942322847873,0,1
91326,0.08,0.0,35.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.0,0.6153846153846154,0.07692307692307693,0.0,0.0,0.3076923076923077,0.46153846153846156,0.5384615384615384,18.0,0.0,8.0,0.33,0.61,0.0,2.24,0.059480930241236386,0.5291533702383374,0.8089675426453862,1,3
41256,0.0,1.0,45.0,0.25,0.25,0.5,0.0,0.75,0.0,0.25,0.0,0.0,0.75,0.25,11.0,10.0,0.0,0.0,0.73,0.0,96.38,0.060344435208820144,0.43389572972518137,0.7356304710719233,1,3
54073,0.0,0.0,44.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,0.8,0.0,16.82,0.032679738562091505,0.5032679738562091,0.6936700143140717,1,3
55551,0.0,0.0,34.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,62.59,0.05099072800496996,0.483084888156818,0.2519371746949009,0,1
35089,0.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.5,0.5,0.0,11.72,0.06500887197651142,0.5592095012891407,0.6004994710551874,1,2
38318,0.0,0.0,51.0,0.4,0.2,0.2,0.2,0.6,0.2,0.2,0.0,0.0,0.8,0.2,9.0,1.0,1.0,0.11,0.78,0.0,8.76,0.06722408589004103,0.4214824397541822,0.8012368901507387,1,3
35095,0.0,0.0,55.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.67,0.0,15.53,0.045434661499029805,0.41960778522869463,0.37634670150982114,0,2
29097,0.0,0.0,34.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.33,0.67,0.0,17.48,0.04043392504930966,0.45956607495069035,0.7996488261665229,1,3
72070,0.0,0.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.27,0.044000000000000004,0.496,0.0,0,1
25532,0.33,0.33,41.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.67,0.0,20.55,0.041394759623356855,0.4601121087033024,0.8232784909671349,1,3
74252,1.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,7.92,0.03369486090569265,0.5491808789029692,0.4585446015047195,1,2
33004,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,28.85,0.09195994196813627,0.48113955057600066,0.4265667170129099,1,2
29055,0.0,0.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,9.77,0.046974609455461905,0.4393644550883577,0.2839150591867106,0,1
11205,0.0,0.0,56.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.92,0.078125,0.4765625,0.2519371746949009,0,1
38339,0.0,0.0,36.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,20.14,0.03720930232558139,0.5148837209302303,0.5755798610578569,1,2
80146,0.0,0.0,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,6.29,0.06280193236714976,0.5169082125603853,0.2839150591867106,0,1
61442,0.0,0.0,68.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.48,0.022026431718061696,0.5066079295154174,0.2519371746949009,0,1
25349,0.0,0.0,41.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,14.39,0.03546099290780142,0.49113475177304966,0.2839150591867106,0,1
87019,1.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,18.92,0.023931623931624027,0.4885470085470096,0.31228740630979307,0,1
27429,0.0,0.0,66.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,4.71,0.08988764044943826,0.561797752808989,0.2839150591867106,0,1
55520,0.0,0.0,29.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,17.23,0.03231680684400455,0.4762266723333883,0.2519371746949009,0,1
41280,0.0,0.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,27.23,0.05228428870533986,0.44219283558260447,0.5827966138832998,1,2
27130,0.0,0.0,41.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,13.39,0.03300266512180239,0.45206448067618615,0.07892226449349798,0,1
21534,0.5,0.0,44.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.33,0.67,0.0,15.44,0.02595602846195677,0.5055598155941149,0.35462826976580825,0,2
57655,0.5,0.0,43.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.0,1.0,0.0,0.0,0.5,0.0,7.29,0.032918149466192224,0.4911032028469741,0.6227244896901827,1,2
63126,0.0,0.5,39.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,6.84,0.03829321127241631,0.47207610705444836,0.4691057102310214,1,2
56199,0.0,0.0,65.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,24.82,0.07767503862754738,0.4359755196484383,0.5161153094711983,1,2
84082,0.0,0.0,71.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,25.03,0.07237981187899571,0.45062803676590024,0.2839150591867106,0,1
51547,0.0,0.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,19.39,0.02142857142857143,0.4642857142857143,0.2519371746949009,0,1
27081,0.0,0.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.15,0.043243243243243225,0.5189189189189192,0.33085943918839883,0,1
41262,0.0,0.0,87.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,26.34,0.034859262062721434,0.49061486038479735,0.2519371746949009,0,1
56081,0.0,0.0,52.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,85.46,0.047092743873137784,0.41999038923594334,0.5827966138832998,1,2
27125,0.0,1.0,62.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,8.57,0.06060606060606061,0.4772727272727273,0.2519371746949009,0,1
79013,0.0,0.0,68.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,117.04,0.049699225335828774,0.426764467164835,0.07892226449349798,0,1
77468,0.08,0.5,36.0,0.08333333333333333,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.75,0.0,0.16666666666666666,0.0,0.08333333333333333,0.75,0.25,18.0,5.0,4.0,0.21,0.63,0.0,6.0,0.06489772208865502,0.5186952297964412,0.8293131723201208,1,3
86148,0.0,0.0,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,45.1,0.038318745103578654,0.5227353732117149,0.37634670150982114,0,2
34057,0.33,0.0,52.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,4.0,0.0,1.0,0.5,0.5,0.0,11.18,0.05653823173804917,0.48218342835657674,0.7314206494528839,1,3
30155,0.0,0.0,43.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,26.46,0.06258238712944533,0.4566929192990926,0.35462826976580825,0,2
71404,0.0,0.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,4.99,0.03315468247544643,0.5003163213965613,0.17462954231800892,0,1
84118,0.0,0.0,78.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,75.79,0.043281674052964896,0.41552755644292666,0.07892226449349798,0,1
69086,0.33,0.67,29.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.0,0.5,0.0,0.0,0.5,0.5,12.0,12.0,0.0,0.17,0.75,0.0,9.51,0.029694323144104803,0.4781659388646288,0.8733612881202633,1,3
10114,0.0,0.0,31.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.0,1.0,0.0,0.25,0.75,0.0,8.81,0.055099931659592635,0.42651666413469685,0.427375326564528,1,2
33284,0.08,0.83,45.0,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.75,0.0,0.25,0.0,0.0,0.75,0.25,23.0,5.0,0.0,0.13,0.7,0.0,137.41,0.04727662526950941,0.5203763519451136,0.9672188312680037,1,3
35297,0.0,0.0,35.0,0.75,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,5.0,1.0,0.0,0.6,0.4,0.0,18.28,0.03900628872804371,0.40998283575089584,0.6431468454981919,1,2
76533,0.0,1.0,43.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,3.0,1.0,0.0,0.0,1.0,0.0,9.5,0.03206271774966544,0.4399240405541499,0.43929488542042255,1,2
72187,0.5,0.0,40.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,32.73,0.044813867980141024,0.46639431323144565,0.4585446015047195,1,2
88024,0.0,0.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.57,0.05405405405405403,0.48648648648648685,0.2839150591867106,0,1
13107,0.0,0.0,37.0,0.5,0.25,0.0,0.25,0.5,0.25,0.25,0.0,0.0,0.5,0.5,6.0,0.0,2.0,0.33,0.67,0.0,29.84,0.038700980554632405,0.4541195595500585,0.6796093203063234,1,3
16340,1.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.14,0.03682170542635659,0.4631782945736434,0.2519371746949009,0,1
38205,0.0,0.0,31.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,6.0,1.0,0.0,0.5,0.5,0.0,38.67,0.03587443946188341,0.5186846038863976,0.6502619454618992,1,2
49192,0.0,0.0,36.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.6,0.2,0.0,33.42,0.035903840149859506,0.47642834842335313,0.4963740604679541,1,2
76593,1.0,1.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.93,0.037703139983661475,0.498331862766,0.0,0,1
72064,0.0,0.0,52.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.75,0.0,18.65,0.05202312138728315,0.4450867052023125,0.48310862820406925,1,2
84102,0.0,0.0,59.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,29.77,0.052498264007824515,0.42906308503404267,0.2839150591867106,0,1
73043,0.0,0.0,55.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,13.04,0.03641958021492521,0.5011728299284286,0.2839150591867106,0,1
59075,0.0,0.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.5,0.0,5.15,0.06673002282883034,0.48213054851621584,0.7262851983590253,1,3
17438,1.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,11.23,0.03678929765886304,0.48829431438127063,0.5148567388258736,1,2
12104,0.0,0.0,68.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.68,0.0368641200062039,0.45395657164269465,0.33085943918839883,0,1
26360,0.0,0.0,69.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.5,0.5,0.0,12.3,0.037566916390213034,0.46821260920828184,0.2839150591867106,0,1
11106,0.0,0.0,46.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,24.61,0.07398544462565236,0.41971182138103863,0.2839150591867106,0,1
45264,0.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,9.17,0.0638297872340427,0.5212765957446811,0.33085943918839883,0,1
62049,1.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.27,0.018867924528301886,0.4377358490566038,0.2519371746949009,0,1
57329,0.0,0.0,24.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,4.86,0.046511627906976674,0.5255813953488361,0.2839150591867106,0,1
36021,1.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,16.3,0.04883343498053614,0.48221410196715936,0.5654961402413887,1,2
17024,0.5,0.0,29.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.5,0.0,30.97,0.058422989336502626,0.372458004000913,0.48310862820406925,1,2
40094,0.5,0.0,38.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,3.0,2.0,0.0,0.0,1.0,0.0,102.74,0.05817774151454852,0.44075389386923386,0.427375326564528,1,2
11251,0.0,0.0,85.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.11,0.07021942288715236,0.43476034770480565,0.5358522338816116,1,2
54164,1.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.52,0.011494252873563218,0.4482758620689655,0.2839150591867106,0,1
47069,0.0,0.0,44.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,3.0,0.0,0.0,0.33,0.67,0.0,21.36,0.05345156160059589,0.44011671685424675,0.4691057102310214,1,2
50230,0.0,0.0,27.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,4.0,3.0,0.0,0.25,0.75,0.0,7.3,0.028963535388803623,0.4671132486586104,0.5751311665457628,1,2
17256,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.78,0.030675827664341234,0.4693196209497407,0.2519371746949009,0,1
85064,0.0,0.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,41.99,0.020768733501075658,0.5029729608599878,0.3492590846360179,0,2
80185,0.0,0.0,61.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,8.77,0.042517619270263735,0.4840910847142641,0.4265667170129099,1,2
89081,0.0,0.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.04,0.0449438202247191,0.5280898876404494,0.2519371746949009,0,1
