Commune,proportion23_6,prop_acc_autouroute,age,Hiver,Automne,Printemps,Ete,Plein_jour,Crepuscule_ou_aube,Nuit_s_eclairage_public,Nuit_a_eclairage_public_n_allume,Nuit_a_eclairage_public_allume,M,F,Conducteur,Passager,Pieton,prop_acc_deux_roues,prop_acc_quatre_roues,prop_acc_bus_train,Superficie,prop_chaumage,prop_actif,score_norm,score_bin,score_multi
57481,0.0,0.0,22.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.1,0.05128448871245718,0.471233281121336,0.5358522338816116,1,2
53262,0.0,0.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,22.94,0.038858348193382145,0.48179249496645354,0.2519371746949009,0,1
83099,0.0,0.0,32.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,10.0,3.0,1.0,0.2,0.8,0.0,26.9,0.04750485798156041,0.4595443833464252,0.6956066975423116,1,3
14228,0.0,0.0,59.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,4.0,0.0,0.0,0.25,0.75,0.0,10.71,0.04435548374701026,0.45270539043850794,0.5398348833750377,1,2
62587,0.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.5,0.5,0.0,3.5,0.0991515860539558,0.39821083504914734,0.33085943918839883,0,1
42184,0.29,0.0,44.0,0.2857142857142857,0.0,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.0,0.14285714285714285,0.0,0.2857142857142857,1.0,0.0,9.0,2.0,1.0,0.22,0.67,0.0,15.51,0.05667325838504572,0.4336705046248423,0.8548210901831317,1,3
17347,0.5,0.0,23.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,3.0,5.0,0.0,0.0,1.0,0.0,18.78,0.07857563272513243,0.37213066509711595,0.6099706263940874,1,2
78335,0.33,0.0,38.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,6.0,1.0,0.0,0.17,0.67,0.0,11.48,0.08103581520446254,0.4668556659760113,0.5705131193923179,1,2
61211,0.0,0.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.67,0.0,79.62,0.046631237601600366,0.4463916158885046,0.337785511172717,0,2
42013,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,18.91,0.02516735537812825,0.48220652904493677,0.4400637185520249,1,2
85284,0.0,0.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.5,0.5,0.0,41.09,0.057081809438215544,0.4313191694162409,0.31228740630979307,0,1
40081,0.0,0.0,32.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,39.87,0.04401259190758273,0.4826720738024136,0.2839150591867106,0,1
28292,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,12.73,0.03753585931052725,0.49265513223676977,0.31228740630979307,0,1
28386,0.5,0.0,21.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,2.0,1.0,0.0,0.0,1.0,0.0,42.67,0.039405570246197834,0.5005575372436546,0.35462826976580825,0,2
74104,0.0,0.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,0.0,0.25,0.75,0.0,20.14,0.04513510393806409,0.4920672632164766,0.4585446015047195,1,2
28393,1.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,63.31,0.04814979937583593,0.5456977262594739,0.40978170368189687,1,2
64218,0.0,0.0,56.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,45.87,0.021341463414634148,0.4847560975609756,0.07892226449349798,0,1
53040,0.0,0.0,39.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,20.97,0.03359012975550429,0.47486698552259526,0.4691057102310214,1,2
76095,0.0,0.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.33,0.67,0.0,2.51,0.04840976854058204,0.42449549042358786,0.13892942322847873,0,1
27103,0.0,0.0,48.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.5,0.5,0.0,12.32,0.037814641425694566,0.4431165364380061,0.07892226449349798,0,1
63404,0.0,1.0,64.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,3.0,6.0,0.0,0.33,0.67,0.0,8.89,0.040288641128920555,0.49363622961427794,0.46344031986685014,1,2
38373,0.0,0.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,5.67,0.040244969378827586,0.4750656167978999,0.21716853553612048,0,1
59080,0.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.5,0.5,0.0,12.52,0.04675128553390343,0.47219158036111947,0.4430626802022583,1,2
81192,1.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,93.87,0.052486628067305335,0.4171315558135916,0.5287184507870433,1,2
45310,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,21.25,0.06633030108720546,0.4872449357367049,0.4430626802022583,1,2
41237,0.0,0.0,46.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,16.44,0.04848067103604711,0.4849281170618096,0.07892226449349798,0,1
63345,0.0,0.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,51.58,0.02522748493038374,0.48596767240145394,0.31228740630979307,0,1
29110,1.0,0.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.92,0.044496487119437975,0.5316159250585482,0.2519371746949009,0,1
14085,1.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20.75,0.03316953316953321,0.46191646191646163,0.0,0,1
62181,1.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,20.8,0.05421469179032506,0.4559148257613398,0.33085943918839883,0,1
80296,0.0,1.0,62.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.9,0.11475607879898055,0.4505942491025719,0.17462954231800892,0,1
46029,0.5,0.0,57.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.0,3.0,1.0,0.0,0.33,0.33,0.0,3.63,0.049049049049049415,0.44144144144144176,0.5398348833750377,1,2
30033,0.5,0.0,39.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,0.75,0.0,27.82,0.06801606366779527,0.496627451385143,0.6561380222881192,1,2
81177,0.0,0.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,10.69,0.02914481330486491,0.48564083566082555,0.3135589655464877,0,1
17385,0.0,0.0,43.0,0.25,0.5,0.25,0.0,0.75,0.0,0.0,0.0,0.25,0.75,0.25,9.0,1.0,0.0,0.44,0.44,0.0,40.55,0.06211182815057356,0.384813237496946,0.6990356266763169,1,3
56140,0.0,0.0,33.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.25,0.75,0.0,60.3,0.029983012120008038,0.48698067752831237,0.561171463717876,1,2
54312,0.0,0.5,42.0,0.75,0.0,0.25,0.0,0.75,0.0,0.25,0.0,0.0,0.75,0.25,9.0,0.0,0.0,0.0,0.78,0.0,10.84,0.03852416873332646,0.5008706934552042,0.6314095458579507,1,2
51265,0.0,0.0,41.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,21.13,0.035773438765805764,0.47097295986739324,0.0,0,1
79081,0.0,0.0,40.0,0.0,0.25,0.0,0.75,0.5,0.0,0.25,0.0,0.25,0.75,0.25,9.0,2.0,0.0,0.56,0.44,0.0,14.5,0.03247211633488635,0.469716221939856,0.600006954567996,1,2
59136,0.0,0.0,50.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,4.0,0.0,0.0,0.25,0.5,0.0,27.24,0.12303462380047127,0.40068890406524327,0.37634670150982114,0,2
80222,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,56.55,0.07372262773722628,0.3927007299270073,0.5161153094711983,1,2
59445,0.5,0.0,29.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,2.0,2.0,0.0,0.0,1.0,0.0,11.88,0.0672834314550042,0.4440706476030278,0.6004994710551874,1,2
29037,0.0,0.0,57.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,5.0,0.0,0.0,0.4,0.4,0.0,24.13,0.03609076311519465,0.4154072365095414,0.4963740604679541,1,2
62113,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,8.33,0.04269049814111479,0.4631687224504538,0.5161153094711983,1,2
85156,0.0,0.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,9.23,0.053128632633987795,0.41328123199094213,0.07892226449349798,0,1
59466,0.0,0.0,56.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.22,0.03352573044164002,0.5069939349046788,0.2839150591867106,0,1
71398,0.0,0.0,33.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,20.39,0.038314176245210725,0.5009578544061303,0.33085943918839883,0,1
62397,0.0,0.0,34.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,1.0,1.0,0.33,0.67,0.0,26.42,0.0937219703154053,0.4180831861612816,0.33204084611031676,0,1
76716,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,6.07,0.041012611643855064,0.4648839277510725,0.2839150591867106,0,1
38343,0.0,0.5,27.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.25,0.75,0.0,17.11,0.04222827342255928,0.4996857267991408,0.5509762438278301,1,2
32269,0.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,22.49,0.040818399040436694,0.41216162356926617,0.43929488542042255,1,2
30249,0.0,0.0,51.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.25,0.75,0.0,3.42,0.05768237867930907,0.4970142065278888,0.5398348833750377,1,2
70292,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,33.55,0.06266149870801034,0.35723514211886304,0.2519371746949009,0,1
91630,0.0,0.0,42.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.75,0.0,12.57,0.040848092808749396,0.5084287277947873,0.37634670150982114,0,2
74188,1.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,24.71,0.013225882269014803,0.5551639652985004,0.2519371746949009,0,1
81139,0.25,0.0,49.0,0.5,0.0,0.0,0.5,0.75,0.0,0.25,0.0,0.0,0.75,0.25,5.0,3.0,0.0,0.0,1.0,0.0,54.64,0.03581693729998815,0.4268674330670722,0.723209944607133,1,3
25400,0.0,0.0,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.5,0.5,0.0,11.06,0.06804453704383516,0.44119908837840255,0.31228740630979307,0,1
68368,0.0,0.0,52.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12.54,0.03086943429820781,0.46222916093895333,0.2839150591867106,0,1
12036,0.0,0.0,25.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,43.28,0.025026708028755416,0.4165706271363061,0.07892226449349798,0,1
37171,0.0,0.0,56.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,17.47,0.030864197530864196,0.48148148148148145,0.37634670150982114,0,2
10437,1.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.85,0.05454545454545454,0.4644628099173554,0.5038743493898019,1,2
63125,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,31.82,0.06038553779029699,0.4125882285143316,0.07892226449349798,0,1
76648,1.0,0.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,25.5,0.07103454023331944,0.41680548893726543,0.5038743493898019,1,2
34014,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.11,0.036891837713261225,0.43621217823341263,0.5038743493898019,1,2
30294,0.0,0.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,15.8,0.055804458293865024,0.4239184840894009,0.2839150591867106,0,1
45077,0.0,0.0,56.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,19.03,0.04971975729858834,0.480889706276107,0.33085943918839883,0,1
15038,0.0,0.0,71.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,60.32,0.036453201970443105,0.3931034482758612,0.2519371746949009,0,1
17434,0.0,0.0,95.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.71,0.06867079280872385,0.38461538461538464,0.5038743493898019,1,2
18133,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32.87,0.0690871867067369,0.4358754860436638,0.2519371746949009,0,1
86202,0.0,0.0,21.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,23.57,0.028471841167918864,0.3562654434328631,0.2839150591867106,0,1
27243,0.0,0.0,54.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.5,0.5,0.0,9.8,0.047428674147691335,0.48291500377946955,0.2839150591867106,0,1
38431,0.0,0.0,66.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.5,0.5,0.0,8.49,0.03025523466360152,0.4540097309508243,0.3908665979233798,0,2
67491,0.0,0.0,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,5.03,0.08256497533826908,0.48282752977442167,0.5161153094711983,1,2
11018,0.0,1.0,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,7.0,7.0,0.0,0.0,0.86,0.0,21.11,0.044597051935529264,0.4633014189282344,0.5644396941330008,1,2
40192,0.08,0.0,44.0,0.5384615384615384,0.3076923076923077,0.0,0.15384615384615385,0.6153846153846154,0.0,0.0,0.0,0.38461538461538464,0.6153846153846154,0.38461538461538464,20.0,5.0,5.0,0.35,0.6,0.05,36.88,0.06904664955591741,0.44960626317943775,0.8822576822626074,1,3
78029,0.13,0.75,33.0,0.25,0.25,0.25,0.25,0.875,0.0,0.125,0.0,0.0,1.0,0.0,17.0,3.0,1.0,0.0,0.88,0.0,8.83,0.06811858658227946,0.4916591380587195,0.8757776337815177,1,3
78206,0.13,0.88,29.0,0.25,0.375,0.25,0.125,0.25,0.25,0.5,0.0,0.0,0.625,0.375,15.0,10.0,0.0,0.07,0.87,0.0,11.27,0.05469879518072289,0.49421686746987953,0.8283402821625965,1,3
77078,0.0,0.5,24.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,7.0,9.0,0.0,0.14,0.86,0.0,14.22,0.0480402314600594,0.4539002504696082,0.6967764835933152,1,3
40291,0.0,1.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.67,0.0,7.8,0.05478662053056517,0.47750865051903113,0.4585446015047195,1,2
93059,0.0,0.0,39.0,0.35294117647058826,0.17647058823529413,0.35294117647058826,0.11764705882352941,0.7647058823529411,0.11764705882352941,0.0,0.0,0.11764705882352941,0.7058823529411765,0.29411764705882354,27.0,2.0,7.0,0.11,0.78,0.0,3.41,0.09569903916684683,0.4419946268294871,0.8416249856402696,1,3
95598,0.17,0.0,33.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,10.0,5.0,0.0,0.4,0.6,0.0,3.98,0.05300664421931853,0.4737794098616958,0.6412641299759942,1,2
77295,0.33,1.0,36.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.8,0.0,8.72,0.020341134672760348,0.5099656813651319,0.6304312704938442,1,2
57617,0.0,0.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.5,0.5,0.0,10.61,0.03489366650943377,0.5569946686518944,0.2839150591867106,0,1
50484,0.0,0.0,43.0,0.2,0.6,0.2,0.0,0.8,0.0,0.2,0.0,0.0,0.8,0.2,6.0,5.0,2.0,0.33,0.67,0.0,46.97,0.04022612075017863,0.3754092628627419,0.7768788446346278,1,3
71040,0.06,0.0,42.0,0.1875,0.375,0.3125,0.125,0.6875,0.0,0.1875,0.0,0.125,0.8125,0.1875,31.0,0.0,1.0,0.06,0.87,0.0,39.95,0.05257567107421865,0.396646181803599,0.838163002209485,1,3
90032,0.0,0.33,53.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,7.0,2.0,0.0,0.29,0.71,0.0,5.65,0.071928351525329,0.4819479429051243,0.5433899302807352,1,2
13042,0.0,0.0,46.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,0.0,0.38,0.63,0.0,32.75,0.04211614255331409,0.4259799113248003,0.7226575170425282,1,3
85121,0.0,0.0,57.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,23.74,0.06435527391026696,0.4692703016066586,0.2839150591867106,0,1
26069,0.25,0.0,49.0,0.0,0.5,0.25,0.25,0.75,0.0,0.25,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.67,0.33,0.0,21.89,0.06870229007633588,0.4427480916030535,0.4697888624168776,1,2
69179,0.0,0.0,58.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,0.0,0.25,0.75,0.0,24.85,0.030423591921489024,0.5274224620074722,0.40978170368189687,1,2
67381,0.0,0.0,19.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.91,0.053265572461155986,0.4703436050404206,0.2519371746949009,0,1
77238,0.0,0.0,35.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,5.0,0.0,0.0,0.0,1.0,0.0,42.19,0.06206140560179282,0.47422107948367903,0.47312996439466,1,2
29169,0.0,0.0,44.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,4.0,1.0,1.0,0.2,0.2,0.0,54.14,0.04060348849147577,0.44740447505126496,0.5089758175603563,1,2
95563,0.0,1.0,37.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,5.24,0.050287464974485184,0.49302149502858705,0.4400637185520249,1,2
44116,0.0,0.0,41.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.07528295667563083,0.4382969753552927,0.33085943918839883,0,1
36005,0.0,0.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,62.09,0.04356953665570338,0.4707491698793091,0.07892226449349798,0,1
38189,0.33,0.0,27.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,5.0,2.0,0.0,0.0,1.0,0.0,13.95,0.03503734264726719,0.4877685073501358,0.7711731928272838,1,3
37210,0.0,0.0,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,35.25,0.03415783274440518,0.35924617196702,0.07892226449349798,0,1
37191,0.0,0.0,63.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.5,0.5,0.0,14.73,0.05551537563102208,0.43954727690816453,0.33085943918839883,0,1
51229,0.0,0.0,41.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,11.32,0.05,0.4083333333333333,0.07892226449349798,0,1
27051,0.0,0.0,61.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,36.42,0.06912405723033573,0.43455441744111667,0.07892226449349798,0,1
57679,0.0,0.0,25.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.04293319957649137,0.47804644421629827,0.2519371746949009,0,1
76637,0.0,0.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.89,0.056281409034923936,0.420583339280695,0.17462954231800892,0,1
27456,0.0,1.0,31.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,5.93,0.03780964797913947,0.4602346805736632,0.2853377647888126,0,1
17197,0.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,13.09,0.07739067234228417,0.3941843624943251,0.2839150591867106,0,1
80428,0.0,0.67,45.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,4.0,1.0,0.0,0.0,0.75,0.0,3.66,0.08208955223880597,0.5,0.6358249495955461,1,2
65456,0.0,0.0,48.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,8.54,0.05187300981340451,0.427283520247441,0.5827966138832998,1,2
28140,0.0,0.0,47.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,3.0,1.0,1.0,0.33,0.67,0.0,6.45,0.06283280085197018,0.5372736954206603,0.39634056454435923,0,2
60286,0.0,0.0,38.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,0.0,0.5,0.5,0.0,6.64,0.08652482269503546,0.38085106382978723,0.30592310397259365,0,1
66017,0.0,0.0,32.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,3.0,0.0,1.0,0.33,0.67,0.0,11.65,0.09767693438142921,0.35490816777885115,0.7008065400496715,1,3
66063,0.33,0.33,40.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,5.0,4.0,1.0,0.2,0.8,0.0,8.91,0.09893511396120983,0.404972034320362,0.6917979638865988,1,3
62013,0.0,0.0,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,6.05,0.04071919619249073,0.46113167636171354,0.5161153094711983,1,2
53046,0.0,0.0,33.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.5,0.0,12.92,0.04185488692660782,0.49240187757278825,0.5918035012163831,1,2
